dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,793,1984,DEPUTADO MARCOS CUNHA PEIXOTO              PDS,"DÁ DENOMINAÇÃO DE OSWALDO LUCAS MENDES À ESCOLA ESTADUAL DE 1º E 2º
GRAUS DO MUNICÍPIO DE TAIOBEIRAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-18,000142768,PL. 793 1984 - PROJETO DE LEI,2808,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8724 1984 - LEI ORDINÁRIA,20120425,1046,rosanacf,1984-08-16,"list(passo = 1, data = ""1984-08-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 4 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 24 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 11 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TAIOBEIRAS.","list(id = 2808, nome = ""DEPUTADO MARCOS CUNHA PEIXOTO"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8724/1984,LEI 8724 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,792,1984,DEPUTADO HUGO CAMPOS                       PDS,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA CORRENTE MARIA
VIRGEM, EM SÃO VICENTE, DISTRITO DE SIMONÉSIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-18,000142769,PL. 792 1984 - PROJETO DE LEI,2798,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8744 1984 - LEI ORDINÁRIA,20120130,1007,rosanacf,1984-08-16,"list(passo = 1, data = ""1984-08-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SIMONÉSIA.","list(id = 2798, nome = ""DEPUTADO HUGO CAMPOS"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8744/1984,LEI 8744 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,791,1984,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FEMININA DE ASSISTÊNCIA
SOCIAL - ASFAS, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-18,000142770,PL. 791 1984 - PROJETO DE LEI,2815,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8753 1984 - LEI ORDINÁRIA,20120130,1008,rosanacf,1984-08-16,"list(passo = 1, data = ""1984-08-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 11 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 17 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 25 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 14 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8753/1984,LEI 8753 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,790,1984,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A CABANA ESPÍRITA UMBANDISTA PAI
JOÃO BAIANO, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-18,000142771,PL. 790 1984 - PROJETO DE LEI,1690,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8714 1984 - LEI ORDINÁRIA,20120130,1008,rosanacf,1984-08-16,"list(passo = 1, data = ""1984-08-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 4 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8714/1984,LEI 8714 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,789,1984,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À FUNDAÇÃO RODRIGO MELLO
FRANCO DE ANDRADE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-17,000142772,PL. 789 1984 - PROJETO DE LEI,,NA,IMÓVEL,LEI 8673 1984 - LEI ORDINÁRIA,20120530,1641,rosanacf,1984-08-14,"list(passo = 1, data = ""1984-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 9 1984\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 31 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 11 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1984"")",list(),list(),"list(descricao = ""MSG 377 1984"")",N,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, TIRADENTES,
DESTINAÇÃO, INSTALAÇÃO, MUSEU.",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8673/1984,LEI 8673 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,788,1984,GOVERNADOR DO ESTADO,"AUTORIZA O ESTADO DE MINAS GERAIS A INCORPORAR IMÓVEL DE SUA
PROPRIEDADE AO PATRIMÔNIO DA EMPRESA MINEIRA DE TURISMO - TURMINAS,
E DÁ OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-15,000142773,PL. 788 1984 - PROJETO DE LEI,,NA,IMÓVEL,LEI 8672 1984 - LEI ORDINÁRIA,20120530,1643,rosanacf,1984-08-13,"list(passo = 1, data = ""1984-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 9 1984\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 30 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 11 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1984"")",list(),list(),"list(descricao = ""MSG 371 1984"")",N,"AUTORIZAÇÃO, EXECUTIVO, INCORPORAÇÃO, IMÓVEL, MUNICÍPIO, BELO HORIZONTE,
PATRIMÔNIO, (TURMINAS).",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8672/1984,LEI 8672 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,787,1984,DEPUTADO JUAREZ HOSKEN                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E MESTRES DA
ESCOLA ESTADUAL DR. JONAS DE FARIA CASTRO, COM SEDE EM CARANGOLA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-11,000142784,PL. 787 1984 - PROJETO DE LEI,2041,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8853 1985 - LEI ORDINÁRIA,20120130,1009,rosanacf,1984-08-09,"list(passo = 1, data = ""1984-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 9 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ GERALDO DE OLIVEIRA\nPUBLICAÇÃO: 14 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARANGOLA.","list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8853/1985,LEI 8853 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,786,1984,DEPUTADO JUAREZ HOSKEN                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E MESTRES DA
ESCOLA ESTADUAL LELENA DE OLIVEIRA, COM SEDE EM CARANGOLA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-11,000142785,PL. 786 1984 - PROJETO DE LEI,2041,NA,UTILIDADE PÚBLICA,NA,20120130,1009,rosanacf,1984-08-09,"list(passo = 1, data = ""1984-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARANGOLA.","list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,785,1984,DEPUTADO JUAREZ HOSKEN                     PMDB,"DÁ DENOMINAÇÃO DE JONAS ESTEVES MARQUES AO TRECHO DA RODOVIA ESTADUAL
MG-111, QUE LIGA O MUNICÍPIO DE TOMBOS À BR-262.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-11,000142786,PL. 785 1984 - PROJETO DE LEI,2041,DELIBERAÇÃO DE PLENÁRIO,PRÓPRIO PÚBLICO,LEI 8745 1984 - LEI ORDINÁRIA,20120309,1027,rosanacf,1984-08-09,"list(passo = 1, data = ""1984-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 4 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 29 9 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, TOMBOS.","list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8745/1984,LEI 8745 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,773,1984,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS AMIGOS DO BAIRRO
FLORAMAR - AABF, EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-10,000142787,PL. 773 1984 - PROJETO DE LEI,1685,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8735 1984 - LEI ORDINÁRIA,20120130,1010,rosanacf,1984-08-08,"list(passo = 1, data = ""1984-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8735/1984,LEI 8735 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,772,1984,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,"PRORROGA OS EFEITOS DA LEI 7279, DE 28 DE JUNHO DE 1978, E DÁ
OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-10,000142788,PL. 772 1984 - PROJETO DE LEI,1685,NA,NA,LEI 8763 1984 - LEI ORDINÁRIA,20121106,1543,moreka,1984-08-08,"list(passo = 1, data = ""1984-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 31 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 11 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPARECERES PUBLICADOS EM 29 9 1984\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RAIMUNDO REZENDE\nPUBLICAÇÃO: 27 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 20 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1984"")",list(),list(),NULL,N,NA,"list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,LEI 7279 1978 - LEI ORDINÁRIA,/legislacao/mineira/LEI/8763/1984,LEI 8763 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,771,1984,GOVERNADOR DO ESTADO,"ALTERA A LEI 8284, DE 1 10 1982, QUE DISPÕE SOBRE A CAIXA BENEFICENTE DA
POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS - CBPM.",FINANÇAS PÚBLICAS,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-10,000142789,PL. 771 1984 - PROJETO DE LEI,,NA,POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG),LEI 8680 1984 - LEI ORDINÁRIA,20150325,1403,rosanacf,1984-08-08,"list(passo = 1, data = ""1984-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 9 1984\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 6 9 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 19 9 1984\nSANCIONADO COM VETO PARCIAL\nPUBLICAÇÃO DA LEI: 29 9 1984\nVETO MANTIDO"")",list(),list(),"list(descricao = ""MSG 346 1984"")",N,NA,NULL,NA,NA,NA,LEI 8284 1982 - LEI ORDINÁRIA,/legislacao/mineira/LEI/8680/1984,LEI 8680 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,770,1984,GOVERNADOR DO ESTADO,"AUTORIZA O ESTADO DE MINAS GERAIS A SUBSCREVER AUMENTO DE CAPITAL
DA EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS - EPAMIG.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-10,000142790,PL. 770 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"FINANÇAS PÚBLICAS
EMPRESA PÚBLICA",LEI 8671 1984 - LEI ORDINÁRIA,20131015,1426,rosanacf,1984-08-08,"list(passo = 1, data = ""1984-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 9 1984\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERALDO PEREIRA SOBRINHO\nPUBLICAÇÃO: 31 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 11 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1984"")",list(),list(),"list(descricao = ""MSG 345 1984"")",N,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8671/1984,LEI 8671 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,769,1984,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"AUTORIZA O PODER EXECUTIVO A DISPOR SOBRE LANÇAMENTO NA COLUNA
""OUTROS CRÉDITOS"", DO LIVRO REGISTRO DE APURAÇÃO ICM, MODELO 9,
DO VALOR DO IMPOSTO INCIDENTE SOBRE O ACRÉSCIMO FINANCEIRO NAS
VENDAS A PRESTAÇÃO PROMOVIDAS POR ESTABELECIMENTO VAREJISTA AO
CONSUMIDOR FINAL, SEM INTERVENIÊNCIA DE INSTITUIÇÃO FINANCEIRA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-09,000142792,PL. 769 1984 - PROJETO DE LEI,1698,NA,NA,NA,20090330,1112,m17663,1984-08-07,"list(passo = 1, data = ""1984-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1985\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO AUTOR.\nRECEBEU O NÚMERO PL 857 1988."")","list(expressao = ""(PL adj '857' adj 1988[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 857 1988"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27857%27+adj+1988%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 857, ano = 1988)",list(),NULL,N,NA,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,768,1984,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"AUTORIZA O PODER EXECUTIVO A CONCEDER AO JUIZ DE PAZ, ADJUNTO DE
PROMOTOR, DELEGADO E SUBDELEGADO MUNICIPAL REMUNERAÇÃO E CONTAGEM
DE TEMPO DE SERVIÇO, NA FUNÇÃO, COMO SENDO DE SERVIÇO PÚBLICO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-09,000142793,PL. 768 1984 - PROJETO DE LEI,1698,NA,NA,NA,20090330,1053,m17663,1984-08-07,"list(passo = 1, data = ""1984-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1985\nARQUIVADO, AO FINAL DA LEGISLATURA."")",list(),"list(expressao = ""(PL adj 1052 adj 1984[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 1052 1984"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1052+adj+1984%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 1052, ano = 1984)",NULL,N,NA,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,767,1984,DEPUTADO CLODESMIDT RIANI                  PMDB,"AUTORIZA O PODER EXECUTIVO A APLICAR AO OCUPANTE DE CARGO DE
MAGISTÉRIO, READAPTADO POR TRANSFERÊNCIA DE CARGO, O DISPOSTO
NO PARÁGRAFO TERCEIRO DO ART. 48 DA LEI 7109, DE 13 10 1977.
(PROMOÇÃO AUTOMÁTICA AO FINAL DA CLASSE AO OCUPANTE DE CARGO
DE MAGISTÉRIO COM 30 ANOS DE EFETIVO EXERCÍCIO).",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-09,000142794,PL. 767 1984 - PROJETO DE LEI,372,NA,NA,NA,20090330,1049,m17663,1984-08-07,"list(passo = 1, data = ""1984-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
